Transaction_ID,City,Property_Type,Rooms,Floor,Area_SQM,Price_ILS,Build_Year,Transaction_Date,Has_Elevator,Has_Parking,Balcony_SQM
10270,Ramat Gan,Apartment,4.5,10,106.7,3262000.0,1980.0,2025-11-28,True,False,36.6
10271,Rishon LeZion,Apartment,3.0,5,71.6,1884000.0,1979.0,2024-06-22,True,True,0.0
10272,Rishon LeZion,Villa,5.5,0,219.5,7782000.0,1974.0,2025-09-09,False,True,24.8
10273,Rishon LeZion,Apartment,5.0,8,62.0,1731000.0,2010.0,2025-05-15,True,True,11.4
10274,Petah Tikva,Penthouse,5.0,8,249.2,8869000.0,2021.0,2025-07-28,True,False,33.8
10275,Jerusalem,Cottage,6.0,0,263.9,10735000.0,1996.0,2024-03-16,False,True,39.8
10276,Jerusalem,Apartment,4.0,5,61.8,2185000.0,1965.0,2024-11-11,True,True,33.7
10277,Rishon LeZion,Cottage,6.0,0,331.4,10337000.0,1985.0,2026-04-12,False,True,0.0
10278,Haifa,Apartment,4.5,11,107.8,2421000.0,1967.0,2025-01-07,True,True,15.3
10279,Haifa,Apartment,2.0,12,109.7,2128000.0,1963.0,2024-03-21,True,True,0.0
10280,Rishon LeZion,Apartment,4.5,5,72.1,2271000.0,1980.0,2026-05-22,True,False,20.1
10281,Rishon LeZion,Cottage,7.0,0,179.8,5249000.0,1990.0,2025-10-01,False,True,46.4
10282,Ramat Gan,Apartment,3.5,12,119.1,3734000.0,1980.0,2025-11-25,True,True,34.4
10283,Ramat Gan,Apartment,3.5,10,91.8,3374000.0,1984.0,2026-01-24,True,True,0.0
10284,Tel Aviv,Apartment,3.0,7,90.9,3826000.0,1974.0,2025-11-27,True,True,26.3
10285,Jerusalem,Apartment,4.0,2,121.6,4054000.0,1994.0,2026-01-01,False,True,43.1
10286,Tel Aviv,Apartment,4.5,12,111.2,5134000.0,2008.0,2024-03-11,True,True,0.0
10287,Jerusalem,Apartment,3.5,13,129.7,4147000.0,2002.0,2026-05-03,True,True,28.6
10288,Jerusalem,Apartment,3.5,13,117.8,4215000.0,2000.0,2025-10-27,True,True,0.0
10289,Ramat Gan,Cottage,4.0,0,326.7,11691000.0,1996.0,2026-01-26,False,True,39.0
10290,Jerusalem,Apartment,5.0,13,67.7,2166000.0,2016.0,2025-10-13,True,False,0.0
10291,Tel Aviv,Apartment,3.5,2,105.0,4778000.0,2001.0,2024-03-11,True,True,30.4
10292,Tel Aviv,Apartment,3.5,6,100.6,4749000.0,2006.0,2024-02-15,True,False,0.0
10293,Rishon LeZion,Apartment,4.5,12,72.3,2158000.0,2020.0,2024-02-16,True,False,48.6
10294,Ramat Gan,Apartment,4.5,9,129.2,4379000.0,1973.0,2025-08-13,True,True,34.5
10295,Tel Aviv,Apartment,4.5,10,73.6,3457000.0,2012.0,2025-02-25,True,False,49.3
10296,Jerusalem,Apartment,3.0,1,100.6,2927000.0,1993.0,2024-05-28,False,True,30.7
10297,Rishon LeZion,Apartment,4.5,13,111.5,3464000.0,1983.0,2026-06-28,True,True,0.0
10298,Tel Aviv,Apartment,4.5,1,99.1,4303000.0,1979.0,2024-05-09,False,True,29.8
10299,Haifa,Apartment,4.0,9,72.4,1741000.0,1989.0,2025-03-31,True,True,10.2
10300,Tel Aviv,Apartment,3.0,6,93.9,3617000.0,1966.0,2025-09-30,True,True,23.1
10301,Tel Aviv,Apartment,5.0,13,55.8,2289000.0,1995.0,2026-05-26,True,True,25.6
10302,Jerusalem,Villa,5.5,0,209.9,8154000.0,1997.0,2025-09-22,False,True,43.2
10303,Jerusalem,Apartment,4.5,7,69.4,2511000.0,2011.0,2026-05-18,True,True,39.1
10304,Haifa,Apartment,2.0,2,82.2,1865000.0,1974.0,2025-05-19,False,True,0.0
10305,Haifa,Apartment,4.5,12,82.1,2085000.0,2005.0,2026-07-17,True,True,0.0
10306,Petah Tikva,Apartment,3.0,8,122.5,3048000.0,1982.0,2026-02-12,True,True,13.4
10307,Jerusalem,Apartment,4.5,5,93.9,3043000.0,1971.0,2024-08-31,True,True,0.0
10308,Ramat Gan,Apartment,4.0,13,78.6,2437000.0,2003.0,2025-04-18,True,True,35.6
10309,Rishon LeZion,Apartment,2.5,6,107.6,3228000.0,1974.0,2025-01-16,True,True,16.8
10310,Ramat Gan,Cottage,5.5,0,314.3,11182000.0,2008.0,2024-04-12,False,False,24.2
10311,Ramat Gan,Apartment,4.0,4,69.4,2720000.0,1980.0,2025-05-03,True,False,22.4
10312,Tel Aviv,Apartment,3.0,4,73.2,3700000.0,1974.0,2024-02-06,True,True,39.5
10313,Tel Aviv,Apartment,2.5,4,112.0,5710000.0,1973.0,2025-10-15,True,False,0.0
10314,Petah Tikva,Apartment,2.5,7,120.6,3033000.0,2001.0,2025-07-02,True,True,0.0
10315,Rishon LeZion,Penthouse,4.5,15,172.3,6487000.0,1974.0,2025-06-03,True,True,20.4
10316,Haifa,Apartment,3.5,1,53.7,1309000.0,2022.0,2026-01-12,False,False,24.5
10317,Ramat Gan,Apartment,4.5,6,96.7,3010000.0,1986.0,2024-11-28,True,True,0.0
10318,Tel Aviv,Apartment,2.5,6,109.3,5067000.0,2012.0,2025-01-31,True,False,12.6
10319,Tel Aviv,Apartment,4.5,11,60.4,2338000.0,2011.0,2024-10-22,True,True,0.0
10320,Ramat Gan,Apartment,3.0,2,113.1,3956000.0,2022.0,2024-04-16,True,True,10.9
10321,Jerusalem,Cottage,5.5,0,332.0,10640000.0,2012.0,2026-05-09,False,True,13.1
10322,Haifa,Apartment,4.0,12,59.3,1207000.0,2016.0,2025-06-13,True,True,14.1
10323,Haifa,Apartment,3.0,13,100.6,2172000.0,2011.0,2026-04-04,True,True,0.0
10324,Ramat Gan,Apartment,2.5,10,70.3,2411000.0,2002.0,2024-03-23,True,True,0.0
10325,Petah Tikva,Cottage,4.5,0,205.7,5866000.0,,2026-07-22,False,False,49.6
10326,Haifa,Apartment,4.0,4,73.8,1449000.0,2001.0,2024-10-14,True,True,0.0
10327,Jerusalem,Apartment,4.0,3,130.0,4230000.0,1963.0,2025-12-06,True,True,7.1
10328,Haifa,Apartment,5.0,6,90.0,1832000.0,1964.0,2025-04-05,True,True,24.0
10329,Ramat Gan,Apartment,4.0,2,111.7,3996000.0,2000.0,2024-08-02,True,False,
10330,Tel Aviv,Apartment,4.5,7,83.3,3903000.0,1963.0,2024-10-07,True,True,11.1
10331,Ramat Gan,Penthouse,4.5,6,205.5,9509000.0,1961.0,2026-01-01,True,True,43.1
10332,Rishon LeZion,Apartment,4.0,8,113.7,3350000.0,1980.0,2025-04-03,True,False,31.7
10333,Tel Aviv,Apartment,3.0,13,60.9,2605000.0,2002.0,2026-03-11,True,True,0.0
10334,Tel Aviv,Apartment,4.0,2,128.0,6218000.0,1968.0,2024-12-09,True,True,0.0
10335,Tel Aviv,Apartment,4.0,12,65.9,2906000.0,1987.0,2024-07-12,True,False,0.0
10336,Tel Aviv,Cottage,5.0,0,223.6,11016000.0,1985.0,2024-06-06,False,False,34.6
10337,Rishon LeZion,Apartment,4.5,6,93.5,2685000.0,1962.0,2025-04-09,True,True,0.0
10338,Haifa,Apartment,2.0,10,80.3,1546000.0,2008.0,2024-04-13,True,True,10.3
10339,Jerusalem,Apartment,4.0,6,125.9,4281000.0,1976.0,2024-02-03,True,False,0.0
10340,Tel Aviv,Apartment,3.0,3,92.5,4311000.0,2022.0,2024-04-11,True,True,13.4
10341,Jerusalem,Apartment,4.0,8,120.2,3684000.0,2014.0,2025-09-30,True,False,9.6
10342,Jerusalem,Apartment,4.0,10,74.9,2132000.0,1982.0,2025-12-26,True,True,18.6
10343,Tel Aviv,Apartment,3.5,1,128.1,5057000.0,1993.0,2024-11-20,True,True,0.0
10344,Ramat Gan,Apartment,2.0,5,80.6,3179000.0,1974.0,2026-03-18,True,True,0.0
10345,Ramat Gan,Apartment,3.0,5,51.4,1901000.0,2006.0,2025-11-21,True,False,18.2
10346,Haifa,Apartment,4.0,1,67.9,1357000.0,1962.0,2025-08-14,True,False,24.1
10347,Haifa,Apartment,2.0,12,74.0,1593000.0,1987.0,2024-05-20,True,True,0.0
10348,Tel Aviv,Apartment,4.5,7,104.0,4810000.0,1962.0,2025-04-18,True,False,13.2
10349,Ramat Gan,Apartment,4.5,8,112.4,4330000.0,1963.0,2024-01-31,True,True,0.0
10350,Haifa,Apartment,2.5,6,122.0,2369000.0,1990.0,2026-06-02,True,True,0.0
10351,Jerusalem,Apartment,2.5,13,88.7,2655000.0,2004.0,2026-07-23,True,False,28.5
10352,Rishon LeZion,Apartment,4.0,7,96.6,2967000.0,2018.0,2024-03-03,True,False,5.4
10353,Haifa,Villa,4.5,0,256.1,5897000.0,2004.0,2025-07-13,False,False,26.9
10354,Tel Aviv,Apartment,5.0,11,56.0,2294000.0,1996.0,2024-03-27,True,False,42.7
10355,Tel Aviv,Apartment,4.0,11,99.6,5099000.0,2024.0,2024-10-30,True,True,14.9
10356,Haifa,Cottage,6.5,0,213.0,5451000.0,1968.0,2024-03-01,False,True,0.0
10357,Tel Aviv,Apartment,4.5,13,100.9,4216000.0,1976.0,2025-01-30,True,False,5.9
10358,Jerusalem,Apartment,4.0,12,114.8,3246000.0,2024.0,2024-11-29,True,True,49.0
10359,Petah Tikva,Villa,5.0,0,295.0,7597000.0,1962.0,2026-02-24,False,True,0.0
10360,Jerusalem,Apartment,4.0,9,105.2,3157000.0,1985.0,2025-02-14,True,True,0.0
10361,Ramat Gan,Villa,5.5,0,196.1,9179000.0,2012.0,2024-10-10,False,True,0.0
10362,Haifa,Apartment,5.0,1,92.4,2027000.0,1990.0,2025-04-10,False,False,31.4
10363,Jerusalem,Apartment,5.0,13,127.0,4400000.0,1985.0,2024-03-20,True,True,0.0
10364,Jerusalem,Apartment,4.5,14,86.8,3175000.0,1982.0,2025-11-22,True,False,0.0
10365,Petah Tikva,Apartment,3.5,13,94.9,2307000.0,1989.0,2026-02-22,True,True,25.0
10366,Ramat Gan,Cottage,5.5,0,329.5,11511000.0,1969.0,2024-03-17,False,True,19.6
10367,Petah Tikva,Apartment,5.0,1,113.5,2852000.0,2023.0,2026-01-02,True,True,7.5
10368,Petah Tikva,Cottage,4.5,0,342.1,10559000.0,1981.0,2026-06-23,False,True,0.0
10369,Tel Aviv,Apartment,3.5,3,82.5,4051000.0,1974.0,2026-03-04,False,True,7.0
10370,Tel Aviv,Villa,5.5,0,193.8,9102000.0,2015.0,2025-06-23,False,True,0.0
10371,Tel Aviv,Apartment,4.0,2,55.8,2656000.0,1979.0,2024-12-26,True,True,0.0
10372,Tel Aviv,Apartment,2.0,10,116.4,5351000.0,2006.0,2024-03-17,True,True,13.6
10373,Tel Aviv,Apartment,5.0,13,126.8,6403000.0,2012.0,2025-05-23,True,True,35.0
10374,Haifa,Apartment,5.0,2,81.4,1624000.0,2012.0,2024-06-12,False,True,30.9
10375,Tel Aviv,Cottage,6.5,0,212.0,10601000.0,1960.0,2024-01-09,False,True,19.2
10376,Ramat Gan,Apartment,4.0,11,63.0,2456000.0,1961.0,2024-06-23,True,True,0.0
10377,Rishon LeZion,Apartment,4.5,6,98.2,2628000.0,2017.0,2025-04-06,True,False,0.0
10378,Tel Aviv,Penthouse,4.5,8,240.4,13987000.0,1978.0,2024-11-02,True,True,43.9
10379,Rishon LeZion,Apartment,2.0,11,114.6,2745000.0,2021.0,2025-08-10,True,False,0.0
10380,Ramat Gan,Apartment,4.0,7,57.6,1882000.0,1971.0,2024-09-01,True,False,16.0
10381,Tel Aviv,Apartment,3.0,9,121.6,5184000.0,1985.0,2024-05-01,True,True,38.8
10382,Haifa,Apartment,3.0,4,81.8,2086000.0,1986.0,2024-07-03,True,False,5.8
10383,Haifa,Villa,7.0,0,159.0,4013000.0,1988.0,2024-02-01,False,True,
10384,Rishon LeZion,Apartment,4.0,1,57.3,1557000.0,1974.0,2026-01-31,False,False,0.0
10385,Haifa,Apartment,5.0,3,96.2,2276000.0,2005.0,2025-07-22,True,False,0.0
10386,Rishon LeZion,Apartment,5.0,2,80.9,1999000.0,1960.0,2024-11-05,True,True,47.8
10387,Ramat Gan,Apartment,4.0,2,69.2,2412000.0,2019.0,2025-01-06,True,True,37.2
10388,Tel Aviv,Apartment,5.0,13,52.2,2517000.0,2016.0,2025-10-17,True,True,27.2
10389,Rishon LeZion,Penthouse,4.0,13,124.7,4949000.0,1962.0,2026-04-09,True,True,33.8
10390,Rishon LeZion,Apartment,4.0,2,68.0,1941000.0,1977.0,2025-08-18,False,True,0.0
10391,Petah Tikva,Apartment,3.5,11,84.2,2212000.0,2011.0,2024-02-25,True,True,0.0
10392,Ramat Gan,Apartment,3.0,3,78.2,2430000.0,2019.0,2026-03-01,True,True,0.0
10393,Ramat Gan,Cottage,7.0,0,328.5,14339000.0,1993.0,2024-09-29,False,True,10.2
10394,Rishon LeZion,Apartment,4.5,4,121.1,2963000.0,2019.0,2025-04-08,True,False,20.6
10395,Ramat Gan,Apartment,4.0,13,64.9,2459000.0,1985.0,2025-11-08,True,False,45.5
10396,Petah Tikva,Apartment,2.0,7,100.9,2345000.0,1978.0,2025-03-31,True,True,37.5
10397,Rishon LeZion,Apartment,5.0,10,90.6,2816000.0,1981.0,2025-10-31,True,True,6.3
10398,Ramat Gan,Apartment,4.5,8,53.8,2007000.0,1992.0,2024-09-05,True,True,6.0
10399,Rishon LeZion,Apartment,4.5,13,102.4,3030000.0,1997.0,2025-11-28,True,True,28.2
10400,Rishon LeZion,Apartment,3.5,9,53.6,1350000.0,1994.0,2024-03-18,True,False,0.0
10401,Tel Aviv,Apartment,2.0,13,60.2,2663000.0,1969.0,2025-06-17,True,True,0.0
10402,Petah Tikva,Apartment,4.0,9,54.9,1421000.0,1974.0,2024-04-17,True,True,18.6
10403,Jerusalem,Apartment,5.0,9,68.1,2393000.0,,2024-09-29,True,False,0.0
10404,Rishon LeZion,Apartment,3.5,13,120.6,2922000.0,1983.0,2026-02-02,True,False,17.2
10405,Ramat Gan,Apartment,5.0,4,67.9,2706000.0,1963.0,2024-01-15,True,True,27.1
10406,Rishon LeZion,Apartment,4.5,9,83.8,2574000.0,1972.0,2025-01-04,True,True,0.0
10407,Ramat Gan,Apartment,4.5,14,70.2,2288000.0,2016.0,2024-10-30,True,True,12.7
10408,Tel Aviv,Apartment,3.0,9,122.2,6031000.0,1996.0,2025-11-02,True,True,0.0
10409,Petah Tikva,Penthouse,4.5,11,219.1,7160000.0,2007.0,2024-07-23,True,False,46.3
10410,Tel Aviv,Apartment,4.0,8,56.3,2504000.0,1960.0,2024-04-22,True,True,43.6
10411,Ramat Gan,Apartment,2.0,10,71.5,2363000.0,2019.0,2025-11-10,True,True,14.0
10412,Petah Tikva,Apartment,5.0,1,53.4,1367000.0,1971.0,2026-05-14,False,False,0.0
10413,Petah Tikva,Apartment,5.0,4,100.6,2688000.0,,2024-09-09,True,False,0.0
10414,Jerusalem,Apartment,2.5,5,91.1,2882000.0,1970.0,2025-03-16,True,False,0.0
10415,Haifa,Apartment,5.0,4,85.9,2008000.0,2003.0,2024-07-04,True,True,0.0
10416,Ramat Gan,Apartment,3.5,7,123.7,4588000.0,2017.0,2026-05-08,True,True,44.6
10417,Ramat Gan,Apartment,4.5,7,77.6,2888000.0,2003.0,2024-08-14,True,True,7.3
10418,Ramat Gan,Apartment,2.5,9,77.6,2351000.0,1993.0,2025-06-11,True,True,0.0
10419,Haifa,Apartment,2.5,4,59.5,1483000.0,1984.0,2025-10-29,True,True,40.1
10420,Rishon LeZion,Apartment,5.0,13,89.7,2436000.0,1963.0,2024-12-19,True,True,0.0
10421,Rishon LeZion,Apartment,4.5,4,108.8,2779000.0,2023.0,2025-09-14,True,True,23.2
10422,Rishon LeZion,Apartment,4.5,3,60.0,1522000.0,1975.0,2024-01-01,False,False,6.9
10423,Tel Aviv,Apartment,5.0,1,85.0,3806000.0,,2025-07-06,False,True,35.7
10424,Jerusalem,Apartment,3.5,11,106.5,3863000.0,2025.0,2025-07-13,True,False,0.0
10425,Tel Aviv,Apartment,2.0,8,90.4,3920000.0,1994.0,2026-07-15,True,True,0.0
10426,Jerusalem,Apartment,2.5,6,126.9,4433000.0,1965.0,2025-02-23,True,False,47.0
10427,Ramat Gan,Apartment,3.0,3,60.5,1861000.0,1978.0,2025-09-11,False,True,18.8
10428,Rishon LeZion,Cottage,4.5,0,212.0,6367000.0,2018.0,2024-06-09,False,False,7.2
10429,Ramat Gan,Apartment,4.5,8,90.1,3619000.0,2012.0,2024-06-09,True,True,35.4
10430,Tel Aviv,Apartment,4.0,14,95.7,4656000.0,1967.0,2026-05-20,True,True,0.0
10431,Tel Aviv,Penthouse,5.5,23,152.2,8130000.0,1969.0,2024-05-07,True,False,48.1
10432,Rishon LeZion,Apartment,3.5,1,73.0,2008000.0,1997.0,2025-12-22,False,True,12.1
10433,Haifa,Apartment,3.0,11,124.8,2584000.0,1988.0,2024-05-30,True,True,22.6
10434,Tel Aviv,Apartment,3.0,12,55.5,2430000.0,1974.0,2025-03-19,True,False,43.0
10435,Tel Aviv,Apartment,2.5,14,76.7,3742000.0,1982.0,2026-02-05,True,False,0.0
10436,Haifa,Apartment,2.0,11,79.9,1944000.0,2005.0,2025-04-15,True,True,33.1
10437,Tel Aviv,Villa,6.0,0,284.3,14100000.0,1987.0,2025-04-07,False,True,17.1
10438,Rishon LeZion,Apartment,4.5,14,112.8,3495000.0,1985.0,2025-12-30,True,True,0.0
10439,Haifa,Apartment,3.0,4,72.1,1667000.0,1969.0,2024-01-30,True,True,10.6
10440,Tel Aviv,Apartment,2.0,9,86.0,3731000.0,2006.0,2025-04-17,True,False,0.0
10441,Tel Aviv,Villa,4.5,0,259.6,14027000.0,1963.0,2025-07-10,False,True,12.8
10442,Petah Tikva,Villa,5.5,0,188.0,5818000.0,2014.0,2024-03-20,False,True,30.8
10443,Ramat Gan,Apartment,3.0,1,81.8,2914000.0,2025.0,2024-02-08,False,False,31.3
10444,Ramat Gan,Apartment,3.5,10,109.2,3806000.0,1966.0,2024-08-27,True,True,21.6
10445,Rishon LeZion,Apartment,4.0,8,127.5,3511000.0,2014.0,2025-07-10,True,True,20.9
10446,Petah Tikva,Apartment,2.5,7,124.0,2799000.0,1990.0,2025-08-12,True,True,35.1
10447,Petah Tikva,Apartment,2.5,9,97.9,2677000.0,1978.0,2024-12-02,True,True,22.5
10448,Rishon LeZion,Apartment,3.0,2,51.2,1426000.0,1987.0,2026-06-26,True,True,16.5
10449,Ramat Gan,Villa,5.0,0,285.2,10653000.0,1987.0,2026-05-10,False,True,0.0
10450,Tel Aviv,Apartment,3.0,6,71.7,3484000.0,1978.0,2026-03-10,True,True,0.0
10451,Rishon LeZion,Apartment,2.5,13,59.4,1845000.0,1979.0,2024-10-06,True,True,48.5
10452,Jerusalem,Apartment,5.0,5,108.9,4014000.0,1972.0,2024-04-25,True,True,33.6
10453,Ramat Gan,Cottage,4.5,0,267.5,9894000.0,,2024-09-25,False,True,0.0
10454,Petah Tikva,Apartment,2.0,9,100.2,2231000.0,1970.0,2026-07-04,True,True,0.0
10455,Tel Aviv,Apartment,3.0,7,86.0,3891000.0,2007.0,2024-11-30,True,True,33.1
10456,Jerusalem,Villa,5.0,0,318.0,10961000.0,1974.0,2024-11-07,False,True,49.5
10457,Tel Aviv,Apartment,5.0,6,58.2,2960000.0,1976.0,2024-02-22,True,True,24.7
10458,Jerusalem,Apartment,3.0,6,121.2,3565000.0,2013.0,2024-03-08,True,True,8.0
10459,Tel Aviv,Apartment,3.5,9,70.7,2946000.0,2009.0,2025-11-24,True,True,0.0
10460,Tel Aviv,Apartment,3.5,9,129.7,5673000.0,,2024-02-03,True,False,0.0
10461,Tel Aviv,Apartment,4.0,11,69.4,3014000.0,1963.0,2026-03-06,True,True,0.0
10462,Haifa,Apartment,4.0,8,115.5,2828000.0,1981.0,2026-03-28,True,False,49.2
10463,Haifa,Apartment,2.0,4,69.9,1552000.0,1998.0,2025-01-20,True,False,20.5
10464,Jerusalem,Apartment,2.0,5,122.9,3600000.0,1993.0,2024-09-05,True,True,0.0
10465,Petah Tikva,Apartment,4.0,2,98.5,2291000.0,2003.0,2024-04-20,True,True,32.4
10466,Ramat Gan,Apartment,3.0,2,76.6,2688000.0,2001.0,2024-04-03,False,False,17.3
10467,Ramat Gan,Cottage,5.0,0,248.7,8562000.0,1999.0,2025-02-13,False,True,36.4
10468,Rishon LeZion,Apartment,2.5,8,99.3,2822000.0,1971.0,2024-06-27,True,False,11.9
10469,Tel Aviv,Apartment,5.0,8,73.3,3364000.0,1961.0,2024-02-16,True,True,9.9
10470,Petah Tikva,Apartment,5.0,1,96.8,2576000.0,1987.0,2026-03-04,True,True,29.1
10471,Tel Aviv,Apartment,4.5,1,123.2,6272000.0,1969.0,2026-05-01,False,True,0.0
10472,Petah Tikva,Cottage,4.0,0,307.5,9502000.0,2016.0,2026-05-23,False,True,0.0
10473,Tel Aviv,Apartment,2.5,10,106.4,5429000.0,1996.0,2025-08-26,True,True,48.4
10474,Rishon LeZion,Apartment,3.5,4,61.6,1564000.0,2023.0,2025-01-10,True,True,0.0
10475,Jerusalem,Apartment,4.5,2,73.4,2122000.0,1999.0,2025-12-24,False,False,11.8
10476,Petah Tikva,Apartment,2.5,9,97.2,2286000.0,2019.0,2025-08-09,True,False,19.0
10477,Tel Aviv,Apartment,3.5,11,124.2,6251000.0,2007.0,2026-06-08,True,True,0.0
10478,Jerusalem,Apartment,4.0,7,50.9,1889000.0,1978.0,2024-07-20,True,False,28.5
10479,Petah Tikva,Apartment,2.5,6,62.8,1739000.0,1992.0,2025-03-20,True,False,13.5
10480,Jerusalem,Apartment,5.0,10,109.7,3148000.0,2003.0,2026-07-07,True,False,0.0
10481,Haifa,Apartment,3.5,4,114.5,2922000.0,1996.0,2026-07-21,True,True,0.0
10482,Haifa,Apartment,2.5,12,91.2,2005000.0,1995.0,2024-10-23,True,False,20.2
10483,Jerusalem,Apartment,4.0,5,56.1,1555000.0,1980.0,2024-11-03,True,True,34.5
10484,Haifa,Cottage,6.5,0,193.2,4699000.0,1961.0,2025-12-23,False,True,46.6
10485,Jerusalem,Penthouse,4.5,9,166.1,6062000.0,1990.0,2025-05-07,True,False,16.1
10486,Petah Tikva,Apartment,2.5,7,75.5,1912000.0,1989.0,2024-12-03,True,True,43.5
10487,Tel Aviv,Villa,4.0,0,315.8,16227000.0,2003.0,2026-07-11,False,True,46.4
10488,Ramat Gan,Apartment,4.5,9,104.2,3618000.0,1971.0,2025-10-07,True,False,
10489,Petah Tikva,Penthouse,5.0,27,173.9,5844000.0,2010.0,2026-04-21,True,True,47.8
10490,Rishon LeZion,Apartment,2.5,9,103.9,3173000.0,2008.0,2024-03-06,True,False,42.9
10491,Jerusalem,Apartment,3.0,14,89.2,3040000.0,1983.0,2026-03-02,True,False,31.7
10492,Haifa,Apartment,2.0,7,107.5,2371000.0,1983.0,2025-02-25,True,True,23.4
10493,Ramat Gan,Apartment,3.0,2,93.3,3578000.0,2019.0,2025-06-23,False,True,0.0
10494,Tel Aviv,Apartment,2.5,14,121.3,6123000.0,1970.0,2026-07-12,True,False,44.3
10495,Jerusalem,Apartment,4.0,10,96.6,2781000.0,1972.0,2025-09-20,True,True,0.0
10496,Ramat Gan,Apartment,4.0,10,69.6,2459000.0,2023.0,2025-05-07,True,False,0.0
10497,Jerusalem,Apartment,3.0,6,76.9,2338000.0,1979.0,2026-05-31,True,False,
10498,Tel Aviv,Apartment,4.0,8,94.6,3679000.0,1987.0,2024-11-12,True,True,42.2
10499,Petah Tikva,Apartment,4.5,14,104.3,2739000.0,1961.0,2026-07-30,True,True,0.0
10500,Petah Tikva,Apartment,2.5,10,90.0,2495000.0,2002.0,2026-04-16,True,False,27.4
10501,Haifa,Apartment,3.5,6,51.8,1048000.0,1967.0,2025-09-17,True,True,17.4
10502,Jerusalem,Villa,6.0,0,249.1,10625000.0,1972.0,2024-03-15,False,True,
10503,Ramat Gan,Villa,5.5,0,346.1,16077000.0,1994.0,2025-12-14,False,False,6.7
10504,Rishon LeZion,Apartment,3.0,13,121.7,3763000.0,1982.0,2026-07-27,True,False,30.6
10505,Haifa,Apartment,5.0,1,112.1,2345000.0,2005.0,2024-02-28,True,True,22.9
10506,Tel Aviv,Apartment,2.0,11,87.9,4435000.0,1974.0,2025-01-20,True,True,49.0
10507,Petah Tikva,Apartment,2.5,5,107.2,2536000.0,1961.0,2024-01-15,True,True,0.0
10508,Rishon LeZion,Cottage,6.0,0,289.5,8895000.0,2020.0,2024-08-18,False,False,29.9
10509,Petah Tikva,Apartment,4.5,13,117.5,2541000.0,2023.0,2025-09-08,True,False,37.1
10510,Haifa,Apartment,3.0,3,92.5,1796000.0,2011.0,2025-11-07,True,False,0.0
10511,Haifa,Apartment,4.5,3,120.6,2893000.0,,2024-07-17,False,True,15.1
10512,Ramat Gan,Apartment,3.0,5,101.8,3504000.0,2006.0,2026-07-04,True,False,0.0
10513,Petah Tikva,Apartment,2.0,2,120.2,2785000.0,1961.0,2024-12-19,True,False,0.0
10514,Rishon LeZion,Apartment,4.0,9,117.8,2939000.0,2003.0,2024-02-04,True,True,23.4
10515,Tel Aviv,Apartment,2.0,1,80.0,3784000.0,2023.0,2024-06-10,True,True,35.6
10516,Tel Aviv,Penthouse,4.5,19,242.5,12060000.0,1987.0,2026-01-26,True,False,0.0
10517,Ramat Gan,Apartment,2.5,3,78.0,2981000.0,2013.0,2026-03-09,False,True,0.0
10518,Rishon LeZion,Apartment,4.0,11,80.0,1922000.0,1995.0,2026-06-13,True,True,0.0
10519,Petah Tikva,Apartment,4.0,11,106.7,2421000.0,2022.0,2025-04-15,True,True,38.1
10520,Tel Aviv,Apartment,4.5,11,117.4,5103000.0,1984.0,2025-06-14,True,True,0.0
10521,Jerusalem,Apartment,2.5,12,58.3,1886000.0,2007.0,2026-03-02,True,True,48.2
10522,Ramat Gan,Apartment,4.5,4,96.7,3237000.0,1998.0,2026-05-01,True,True,48.6
10523,Petah Tikva,Apartment,3.0,13,104.2,2465000.0,2006.0,2025-02-26,True,False,33.2
10524,Rishon LeZion,Apartment,4.0,3,99.6,3120000.0,1980.0,2024-12-13,False,False,22.3
10525,Rishon LeZion,Apartment,4.0,7,77.8,2230000.0,1989.0,2025-11-24,True,False,0.0
10526,Jerusalem,Apartment,4.5,10,110.7,3083000.0,1990.0,2026-07-23,True,True,0.0
10527,Ramat Gan,Apartment,4.5,10,96.3,3300000.0,1985.0,2026-07-01,True,False,0.0
10528,Ramat Gan,Apartment,3.0,10,83.2,3240000.0,1981.0,2024-05-26,True,False,45.0
10529,Tel Aviv,Apartment,4.0,8,64.8,2742000.0,1980.0,2025-01-08,True,True,28.6
10530,Rishon LeZion,Apartment,3.5,2,122.6,2961000.0,1960.0,2025-11-18,False,True,0.0
10531,Rishon LeZion,Apartment,4.0,1,60.7,1799000.0,1996.0,2025-11-05,False,True,18.9
10532,Petah Tikva,Apartment,4.0,7,113.7,2933000.0,,2025-02-19,True,False,0.0
10533,Petah Tikva,Apartment,3.5,6,100.9,2576000.0,1968.0,2025-11-17,True,True,0.0
10534,Jerusalem,Apartment,3.0,13,71.6,2015000.0,1976.0,2025-05-08,True,False,0.0
10535,Rishon LeZion,Apartment,3.0,10,102.4,2512000.0,2006.0,2025-07-12,True,True,13.5
10536,Petah Tikva,Penthouse,5.5,14,225.9,7612000.0,2018.0,2024-09-12,True,True,0.0
10537,Rishon LeZion,Apartment,5.0,7,112.9,2833000.0,2013.0,2025-11-16,True,False,0.0
10538,Tel Aviv,Apartment,3.0,4,84.6,3812000.0,1971.0,2024-04-12,True,True,48.8
10539,Jerusalem,Apartment,2.0,6,120.3,3962000.0,2023.0,2024-04-30,True,True,0.0
